Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,191,16,T:System.Net.Http.HttpContent,,,,,var json1 = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,179,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,179,16,M:System.Uri.#ctor(System.String),,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,179,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,159,16,T:System.Net.Http.HttpContent,,,,,var json1 = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,147,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,147,16,M:System.Uri.#ctor(System.String),,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,147,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,127,16,T:System.Net.Http.HttpContent,,,,,var json1 = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,115,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,115,16,M:System.Uri.#ctor(System.String),,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,115,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,94,16,T:System.Net.Http.HttpContent,,,,,var json = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,86,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,86,16,M:System.Uri.#ctor(System.String),,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,86,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,65,16,T:System.Net.Http.HttpContent,,,,,var json = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,56,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,56,16,M:System.Uri.#ctor(System.String),,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,56,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,37,16,T:System.Net.Http.HttpContent,,,,,var json = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,29,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,29,16,M:System.Uri.#ctor(System.String),,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\Helper\Services\GetDataUrlService.cs,29,16,T:System.Uri,,,,,client.BaseAddress = new Uri(BaseUrl);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,AppSmartKidsXa\AppSmartKidsXa\AppSmartKidsXa.csproj,File,AppSmartKidsXa\AppSmartKidsXa\VM\MainPageVM.cs,173,16,M:System.TimeSpan.FromSeconds(System.Double),,,,,"Device.StartTimer(TimeSpan.FromSeconds(5), (Func<bool>)(() =>                  {                      Position = (Position + 1) % response.data.Count;                      return true;                  }));"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,RdlcReport\RdlcReport.csproj,File,RdlcReport\RdlcReport.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,RdlcReport\RdlcReport.csproj,File,RdlcReport\RdlcReport.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.7.2 Recommended target framework: net10.0-windows"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,RdlcReport\RdlcReport.csproj,File,RdlcReport\Properties\Settings.Designer.cs,16,74,M:System.Configuration.ApplicationSettingsBase.#ctor,,,,,ApplicationSettingsBase
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,RdlcReport\RdlcReport.csproj,File,RdlcReport\Properties\Settings.Designer.cs,16,74,T:System.Configuration.ApplicationSettingsBase,,,,,ApplicationSettingsBase
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,RdlcReport\RdlcReport.csproj,File,RdlcReport\DataSet1.Designer.cs,43,151,"M:System.Data.DataSet.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext,System.Boolean)",,,,,":                   base(info, context, false)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,RdlcReport\RdlcReport.csproj,File,RdlcReport\DataSet1.Designer.cs,43,151,"M:System.Data.DataSet.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext,System.Boolean)",,,,,":                   base(info, context, false)"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.AspNetCore.Authentication.JwtBearer 5.0.12,,,,,"Microsoft.AspNetCore.Authentication.JwtBearer, 5.0.12  Recommendation:  Remove Microsoft.AspNetCore.Authentication.JwtBearer, and replace with new package Microsoft.AspNetCore.Authentication.JwtBearer 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.EntityFrameworkCore 5.0.13,,,,,"Microsoft.EntityFrameworkCore, 5.0.13  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 5.0.12,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 5.0.12  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.EntityFrameworkCore.Tools 5.0.13,,,,,"Microsoft.EntityFrameworkCore.Tools, 5.0.13  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.VisualStudio.Web.CodeGeneration.Design 6.0.9,,,,,"Microsoft.VisualStudio.Web.CodeGeneration.Design, 6.0.9  Recommendation:  Remove Microsoft.VisualStudio.Web.CodeGeneration.Design, and replace with new package Microsoft.VisualStudio.Web.CodeGeneration.Design 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Newtonsoft.Json 13.0.1,,,,,"Newtonsoft.Json, 13.0.1  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,System.CodeDom 6.0.0,,,,,"System.CodeDom, 6.0.0  Recommendation:  Remove System.CodeDom, and replace with new package System.CodeDom 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.AspNetCore.Authentication.JwtBearer 5.0.12,,,,,"Microsoft.AspNetCore.Authentication.JwtBearer, 5.0.12  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.AspNetCore.Authentication.JwtBearer, and replace with new package Microsoft.AspNetCore.Authentication.JwtBearer, 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.EntityFrameworkCore 5.0.13,,,,,"Microsoft.EntityFrameworkCore, 5.0.13  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore, 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 5.0.12,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 5.0.12  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer, 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,Microsoft.EntityFrameworkCore.Tools 5.0.13,,,,,"Microsoft.EntityFrameworkCore.Tools, 5.0.13  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools, 10.0.2"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,System.Data.SqlClient 4.8.3,,,,,"System.Data.SqlClient, 4.8.3  Recommendation:  System.Data.SqlClient, 4.9.0"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,System.IdentityModel.Tokens.Jwt 6.12.2,,,,,"System.IdentityModel.Tokens.Jwt, 6.12.2  Recommendation:  System.IdentityModel.Tokens.Jwt, 8.15.0"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,System.IdentityModel.Tokens.Jwt 6.12.2,,,,,"System.IdentityModel.Tokens.Jwt, 6.12.2  Recommendation:  Move to latest https://aka.ms/IdentityModel/LTS Remove System.IdentityModel.Tokens.Jwt, and replace with new package System.IdentityModel.Tokens.Jwt, 8.15.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\WebSmartKid.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Classes\JsonWebToken.cs,31,12,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.WriteToken(Microsoft.IdentityModel.Tokens.SecurityToken),,,,,return tokenHandler.WriteToken(stoken);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Classes\JsonWebToken.cs,19,12,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.CreateToken(Microsoft.IdentityModel.Tokens.SecurityTokenDescriptor),,,,,"SecurityToken stoken = tokenHandler.CreateToken(                  new SecurityTokenDescriptor                  {                      Issuer = ""smartkids"",                      Audience = ""Subscriber"",                       Expires = Key.DateTimeIQ.AddDays(30),                      Subject = new ClaimsIdentity(new[] {                          new Claim(ClaimInfo.UserManager, JsonConvert.SerializeObject(UserManager))                      }),                      SigningCredentials = new SigningCredentials(securityKey, algorithms)                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Classes\JsonWebToken.cs,17,12,T:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler,,,,,JwtSecurityTokenHandler tokenHandler = new();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Classes\JsonWebToken.cs,17,12,M:System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.#ctor,,,,,JwtSecurityTokenHandler tokenHandler = new();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,43,4,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Home/Error"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,34,4,M:System.TimeSpan.FromDays(System.Double),,,,,o.IdleTimeout = TimeSpan.FromDays(10);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,19,8,M:System.TimeSpan.FromHours(System.Double),,,,,"cfg.TokenValidationParameters = new()          {              ValidIssuer = ""smartkids"",              ValidAudience = ""Subscriber"",              ValidateLifetime = true,              RequireExpirationTime = true,              ClockSkew = TimeSpan.FromHours(10),              IssuerSigningKey = new SymmetricSecurityKey(Convert.FromBase64String(Key.SecretKey))          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,19,8,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"cfg.TokenValidationParameters = new()          {              ValidIssuer = ""smartkids"",              ValidAudience = ""Subscriber"",              ValidateLifetime = true,              RequireExpirationTime = true,              ClockSkew = TimeSpan.FromHours(10),              IssuerSigningKey = new SymmetricSecurityKey(Convert.FromBase64String(Key.SecretKey))          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,18,8,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.RequireHttpsMetadata,,,,,cfg.RequireHttpsMetadata = false;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,17,8,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.SaveToken,,,,,cfg.SaveToken = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,14,0,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,"builder.Services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)      .AddJwtBearer(cfg =>      {          cfg.SaveToken = true;          cfg.RequireHttpsMetadata = false;          cfg.TokenValidationParameters = new()          {              ValidIssuer = ""smartkids"",              ValidAudience = ""Subscriber"",              ValidateLifetime = true,              RequireExpirationTime = true,              ClockSkew = TimeSpan.FromHours(10),              IssuerSigningKey = new SymmetricSecurityKey(Convert.FromBase64String(Key.SecretKey))          };      });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,14,0,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,"builder.Services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)      .AddJwtBearer(cfg =>      {          cfg.SaveToken = true;          cfg.RequireHttpsMetadata = false;          cfg.TokenValidationParameters = new()          {              ValidIssuer = ""smartkids"",              ValidAudience = ""Subscriber"",              ValidateLifetime = true,              RequireExpirationTime = true,              ClockSkew = TimeSpan.FromHours(10),              IssuerSigningKey = new SymmetricSecurityKey(Convert.FromBase64String(Key.SecretKey))          };      });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,14,0,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"builder.Services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)      .AddJwtBearer(cfg =>      {          cfg.SaveToken = true;          cfg.RequireHttpsMetadata = false;          cfg.TokenValidationParameters = new()          {              ValidIssuer = ""smartkids"",              ValidAudience = ""Subscriber"",              ValidateLifetime = true,              RequireExpirationTime = true,              ClockSkew = TimeSpan.FromHours(10),              IssuerSigningKey = new SymmetricSecurityKey(Convert.FromBase64String(Key.SecretKey))          };      });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WebSmartKid\WebSmartKid.csproj,File,WebSmartKid\Program.cs,14,0,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"builder.Services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)      .AddJwtBearer(cfg =>      {          cfg.SaveToken = true;          cfg.RequireHttpsMetadata = false;          cfg.TokenValidationParameters = new()          {              ValidIssuer = ""smartkids"",              ValidAudience = ""Subscriber"",              ValidateLifetime = true,              RequireExpirationTime = true,              ClockSkew = TimeSpan.FromHours(10),              IssuerSigningKey = new SymmetricSecurityKey(Convert.FromBase64String(Key.SecretKey))          };      });"
